"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.404181426E0,6.522417068E-3,-6.455630064E-3,-1.259374619E-1,1.262713799E-1
4.408896374E0,-8.914470673E-3,8.126258850E-3,-1.110143661E-1,1.116677812E-1
4.413611374E0,1.854252815E-2,-1.195549965E-3,-1.104373932E-1,1.119896089E-1
4.418326322E0,1.740026474E-2,4.631367326E-2,-9.085559845E-2,1.034527202E-1
4.423041270E0,1.157522202E-2,6.495234370E-2,-9.040355682E-2,1.119178083E-1
4.427756218E0,4.856133461E-2,5.007284880E-2,-9.469127655E-2,1.176092312E-1
4.432471218E0,-4.932641983E-3,6.850188971E-2,-7.996273041E-2,1.054081501E-1
4.437186166E0,3.764867783E-3,3.928390145E-2,-7.957935333E-2,8.882720653E-2
4.441901114E0,3.142166138E-2,8.147761226E-2,-6.969261169E-2,1.117272672E-1
4.446616114E0,4.461050034E-2,6.631717086E-2,-5.988979340E-2,9.987417706E-2
4.451331061E0,4.355645180E-2,8.916008472E-2,-3.590297699E-2,1.055258687E-1
4.456046009E0,7.108950615E-2,5.488097668E-2,-5.479240417E-2,1.052038357E-1
4.460760957E0,4.154872894E-2,4.458063841E-2,-2.603340149E-2,6.626815367E-2
4.465475957E0,6.456160545E-2,4.856762290E-2,-2.120971680E-2,8.352764201E-2
4.470190905E0,3.522968292E-2,5.728474259E-2,-1.166439056E-2,6.825489213E-2
4.474905853E0,3.477454185E-2,6.589347124E-2,-3.062057495E-2,8.055332348E-2
4.479620801E0,6.759452820E-2,6.975567341E-2,-6.689071655E-3,9.736332931E-2
4.484335801E0,6.217288971E-2,7.360333204E-2,-1.143169403E-2,9.702372046E-2
4.489050749E0,4.266238213E-2,7.269075513E-2,-1.135349274E-2,8.504661385E-2
4.493765697E0,3.754973412E-2,6.220516562E-2,7.702827454E-3,7.306708365E-2
4.498480697E0,7.998800278E-2,3.284156322E-2,2.187156677E-2,8.919088685E-2
4.503195645E0,6.981301308E-2,5.125132203E-2,1.217746735E-2,8.745767843E-2
4.507910593E0,7.875943184E-2,6.006944180E-2,4.055118561E-2,1.070316990E-1
4.512625593E0,6.379532814E-2,5.447021127E-2,4.966545105E-2,9.748592122E-2
4.517340541E0,3.471899033E-2,2.044314146E-2,3.971958160E-2,5.657716399E-2
4.522055489E0,5.808591843E-2,4.851889610E-2,3.460788727E-2,8.322116954E-2
4.526770436E0,8.595275879E-2,7.634314895E-2,4.375743866E-2,1.230075875E-1
4.531485436E0,7.087564468E-2,7.082188129E-2,1.961708069E-2,1.020976284E-1
4.536200384E0,8.450531960E-2,7.489156723E-2,-4.285812378E-3,1.129967436E-1
4.540915332E0,6.954956055E-2,3.145205975E-2,-9.004592896E-3,7.685997741E-2
4.545630332E0,7.855367661E-2,3.577890992E-2,-3.263473511E-2,9.228128976E-2
4.550345280E0,5.911707878E-2,3.530633450E-2,-2.755928040E-2,7.416791891E-2
4.555060228E0,6.831765175E-2,3.483766317E-2,-4.625320435E-2,8.955625734E-2
4.559775176E0,6.800556183E-2,3.904768825E-2,-8.376121521E-2,1.147406622E-1
4.564490176E0,5.356574059E-2,4.322260618E-2,-1.019363403E-1,1.229979664E-1
4.569205124E0,5.822896957E-2,3.312540054E-2,-1.009778976E-1,1.211793748E-1
4.573920072E0,4.866743088E-2,3.731387854E-2,-7.628440857E-2,9.787826802E-2
4.578635072E0,4.393124580E-2,1.299282908E-2,-7.552528381E-2,8.833366550E-2
4.583350020E0,7.709598541E-2,1.269233227E-2,-7.954883575E-2,1.115029306E-1
4.588064916E0,6.721925735E-2,7.648557425E-3,-8.830070496E-2,1.112382285E-1
4.592779968E0,8.579254150E-2,-2.098917961E-3,-7.803344727E-2,1.159913123E-1
4.597494916E0,5.659294128E-2,-2.166897058E-3,-7.739067078E-2,9.589980380E-2
4.602209864E0,6.544589996E-2,-4.485708475E-2,-8.629131317E-2,1.172242066E-1
4.606924811E0,4.564332962E-2,-2.080422640E-2,-5.719089508E-2,7.607185981E-2
4.611639811E0,2.226352692E-3,-3.018975258E-2,-5.682468414E-2,6.438495581E-2
4.616354759E0,2.550768852E-2,-3.946131468E-2,-3.276538849E-2,5.728357716E-2
4.621069707E0,3.430700302E-2,-4.392758012E-2,-3.739833832E-2,6.712107315E-2
4.625784707E0,3.348803520E-2,-2.468115091E-2,-4.676055908E-2,6.258719995E-2
4.630499655E0,1.844096184E-2,-5.559384823E-3,-2.756595612E-2,3.362822876E-2
4.635214603E0,5.087018013E-2,3.964930773E-3,-4.178524017E-2,6.595075586E-2
4.639929603E0,2.608275414E-2,2.293708920E-2,-3.215503693E-2,4.733251022E-2
4.644644551E0,4.895925522E-2,-5.653113127E-3,-1.785755157E-2,5.242002011E-2
4.649359499E0,1.944470406E-2,1.348832250E-2,-2.265739441E-2,3.276261407E-2
4.654074499E0,4.702067375E-2,1.821523905E-2,-1.796436310E-2,5.352996390E-2
4.658789447E0,2.211046219E-2,2.770191431E-2,-1.807022095E-2,3.978443766E-2
4.663504395E0,2.102851868E-3,3.714516759E-2,-3.952980042E-3,3.741405501E-2
4.668219343E0,2.486681938E-2,3.712502122E-2,-5.167770386E-2,6.831698898E-2
4.672934343E0,1.885938644E-2,2.766689658E-2,-4.208946228E-2,5.378342178E-2
4.677649291E0,3.172779083E-2,2.781474590E-2,-4.158020020E-3,4.239813594E-2
4.682364239E0,1.596307755E-2,3.284949064E-2,-2.824592590E-2,4.617078308E-2
4.687079239E0,1.702308655E-4,4.264140129E-2,-4.269313812E-2,6.034088270E-2
4.691794186E0,1.288127899E-2,2.394831181E-2,-1.433944702E-2,3.074197013E-2
4.696509134E0,1.103591919E-2,1.511603594E-2,-4.323196411E-2,4.710932791E-2
4.701224134E0,1.859378815E-2,3.966662288E-2,-1.971149445E-2,4.803866090E-2
4.705939082E0,2.582144737E-2,2.156755328E-2,-1.070213318E-2,3.530498766E-2
4.710654030E0,1.843118668E-2,1.796314120E-2,-6.615638733E-3,2.657347851E-2
4.715369030E0,1.552844048E-2,1.449534297E-2,-2.665519714E-3,2.140916689E-2
4.720083978E0,3.131532669E-2,-3.038823605E-3,-8.341789246E-3,3.254949435E-2
4.724798926E0,3.716421127E-2,-2.035623789E-2,-1.881790161E-2,4.636451705E-2
4.729513926E0,2.856945992E-2,3.369224072E-2,-5.298995972E-2,6.898780294E-2
4.734228874E0,3.407073021E-2,3.028741479E-2,-6.796932220E-2,8.184113216E-2
4.738943822E0,-1.752710342E-2,5.067479610E-2,-5.912971497E-2,7.982141008E-2
4.743658822E0,1.667833328E-2,8.041885495E-2,-8.360290527E-2,1.171955835E-1
4.748373770E0,-1.578831673E-2,5.296543241E-2,-7.938003540E-2,9.672537410E-2
4.753088718E0,-2.884149551E-2,6.365320086E-2,-6.565284729E-2,9.588460878E-2
4.757803666E0,-3.213167191E-2,9.321665764E-2,-4.249477386E-2,1.073666401E-1
4.762518666E0,-3.054165840E-2,9.395205975E-2,-6.221199036E-2,1.167480800E-1
4.767233614E0,-2.880215645E-2,6.133586168E-2,-5.798912048E-2,8.918738834E-2
4.771948614E0,-3.188848495E-3,5.266669393E-2,-5.374908447E-2,7.531874591E-2
4.776663561E0,-1.514673233E-3,3.455972672E-2,-2.581787109E-2,4.316516435E-2
4.781378509E0,4.296183586E-2,-2.414971590E-3,-4.554557800E-2,6.265741061E-2
4.786093457E0,7.282781601E-2,-2.482646704E-2,-8.160591125E-3,7.737466961E-2
4.790808457E0,8.804297447E-2,-3.272473812E-2,-4.232597351E-2,1.030240839E-1
4.795523353E0,1.173081398E-1,-6.892430782E-2,-5.249500275E-2,1.458337587E-1
4.800238353E0,1.226491928E-1,-4.309114814E-2,-6.256484985E-2,1.442706900E-1
4.804953353E0,1.373794079E-1,-5.545645952E-2,-7.257175446E-2,1.649702402E-1
4.809668301E0,1.379046440E-1,-2.502381802E-2,-9.193706512E-2,1.676195283E-1
4.814383301E0,1.290941238E-1,-9.188741446E-3,-8.736228943E-2,1.561470313E-1
4.819098249E0,1.110765934E-1,2.540901303E-2,-8.275985718E-2,1.408290506E-1
4.823813197E0,1.124076843E-1,4.540950060E-2,-6.388854980E-2,1.370374293E-1
4.828528197E0,9.026479721E-2,3.676867485E-2,-7.830429077E-2,1.250249216E-1
4.833243145E0,4.009866714E-2,6.131356955E-2,-6.404018402E-2,9.730571456E-2
4.837958093E0,2.389287949E-2,5.241516232E-2,-4.029083252E-2,7.029630230E-2
4.842673093E0,2.232599258E-2,7.195889950E-2,-2.140045166E-2,7.832312872E-2
4.847388041E0,1.144289970E-2,7.239153981E-2,2.137184143E-3,7.332150125E-2
4.852102989E0,5.296063423E-2,2.536281943E-2,6.530761719E-3,5.908258827E-2
4.856817989E0,7.994842529E-2,1.189303398E-2,1.413345337E-3,8.084053754E-2
4.861532936E0,1.179599762E-2,-1.106265187E-2,2.006244659E-2,2.576877160E-2
4.866247884E0,2.494311333E-2,-3.862622380E-2,1.009654999E-2,4.707530552E-2
4.870962884E0,1.430225372E-2,-5.655679107E-2,1.921081543E-2,6.141889373E-2
4.875677832E0,2.742600441E-2,-5.546146631E-2,4.495620728E-3,6.203523651E-2
4.880392780E0,4.043793678E-2,-5.446341634E-2,-5.354881287E-3,6.804531728E-2
4.885107780E0,1.062965393E-2,-2.979817986E-2,1.334762573E-2,3.433773695E-2
4.889822728E0,-1.091957092E-4,-4.339277744E-2,3.658294678E-2,5.675611908E-2
4.894537624E0,8.115768433E-3,-5.696219206E-2,2.161502838E-2,6.146353775E-2
4.899252676E0,1.621890068E-2,-5.148878694E-2,3.997135162E-2,6.717035708E-2
4.903967624E0,1.950645447E-2,-2.231365442E-2,2.969932556E-2,4.195772728E-2
4.908682572E0,4.649591446E-2,-2.185627818E-2,6.222438812E-2,8.069350305E-2
4.913397572E0,4.489016533E-2,2.132761478E-2,5.655097961E-2,7.528616998E-2
4.918112468E0,2.447414398E-2,7.202506065E-3,5.097770691E-2,5.700514379E-2
4.922827468E0,5.179286003E-2,1.217815280E-2,2.650547028E-2,5.944196927E-2
4.927542468E0,6.011581421E-2,3.613007069E-2,1.655101776E-2,7.206406396E-2
4.932257416E0,8.287334442E-2,3.140783310E-2,-2.644824982E-2,9.248758357E-2
4.936972364E0,7.232499123E-2,2.684998512E-2,-2.159118652E-2,8.011245466E-2
4.941687364E0,7.626128197E-2,1.758435369E-2,-4.519271851E-2,9.037352725E-2
4.946402311E0,9.445786476E-2,1.317644119E-2,-5.908489227E-2,1.121914939E-1
4.951117311E0,7.453656197E-2,-1.492357254E-2,-7.760715485E-2,1.086337083E-1
4.955832259E0,8.320713043E-2,-3.797420859E-2,-7.700634003E-2,1.195635541E-1
4.960547207E0,7.277607918E-2,-4.665112495E-2,-1.096496582E-1,1.396271202E-1
4.965262207E0,4.814553261E-2,-5.523952842E-2,-1.040716171E-1,1.272803964E-1
4.969977155E0,-9.657382965E-3,-2.106299996E-2,-9.385013580E-2,9.666831437E-2
4.974692103E0,-2.442646027E-2,8.136242628E-3,-5.054664612E-2,5.672577755E-2
4.979407103E0,-4.387187958E-2,3.871768713E-3,-2.660655975E-2,5.145523717E-2
4.984122051E0,-6.326150894E-2,2.811741829E-2,-7.647514343E-3,6.964978249E-2
4.988836999E0,-9.203433990E-2,3.323122859E-2,-3.100395203E-3,9.789916611E-2
4.993551999E0,-8.740282059E-2,5.730402470E-2,-1.759338379E-2,1.059836376E-1
4.998266947E0,-6.851911545E-2,8.106967807E-2,-1.296710968E-2,1.069359987E-1
5.002981947E0,-6.403231621E-2,3.341612220E-2,1.108169556E-3,7.223574449E-2
5.007696895E0,-4.059958458E-2,4.780128598E-2,-2.764701843E-2,6.853938166E-2
5.012411843E0,-4.098701477E-2,-4.462063313E-3,-3.926277161E-3,4.141571008E-2
5.017126843E0,-2.697634697E-2,5.713403225E-4,-1.831912994E-2,3.261349793E-2
5.021841791E0,-6.032943726E-2,1.016739011E-2,-1.354026794E-2,6.266063898E-2
5.026556739E0,-7.900738716E-2,-2.318826318E-2,-3.248214722E-2,8.851526797E-2
5.031271634E0,-3.562355042E-2,1.003363729E-2,-2.272319794E-2,4.342873410E-2
5.035986686E0,-1.147818565E-2,1.914331317E-2,-2.250480652E-2,3.169671121E-2
5.040701634E0,-2.059459686E-2,1.393976808E-2,-7.995605469E-3,2.612248573E-2
5.045416582E0,8.435487747E-3,3.945887089E-3,-3.154087067E-2,3.288698832E-2
5.050131582E0,4.058837891E-3,2.729028463E-2,-7.411003113E-3,2.856845756E-2
5.054846582E0,-1.771450043E-4,3.142243624E-2,2.315521240E-3,3.150813416E-2
5.059561530E0,-4.431247711E-3,4.031914473E-2,7.200241089E-3,4.119602966E-2
5.064276478E0,-3.903865814E-3,4.914173484E-2,1.204204559E-2,5.074604549E-2
5.068991478E0,6.059408188E-3,3.894242644E-2,2.157402039E-2,4.492958224E-2
5.073706426E0,2.057671547E-2,5.171179771E-3,4.522895813E-2,4.995799209E-2
5.078421374E0,-3.154993057E-3,1.921075583E-2,4.964923859E-2,5.332967291E-2
5.083136374E0,6.424903870E-3,9.404569864E-3,2.077674866E-2,2.369385171E-2
5.087851322E0,-3.058195114E-3,2.820792794E-2,2.536582947E-2,3.805870545E-2
5.092566322E0,-1.262187958E-2,-1.009455323E-2,-3.358840942E-3,1.650738203E-2
5.097281270E0,-3.229379654E-3,-1.960328221E-2,2.032279968E-2,2.842065716E-2
5.101996218E0,-2.713346481E-2,-3.854283690E-2,1.533222198E-2,4.956664423E-2
5.106711218E0,-2.710938454E-2,-1.461270452E-2,-8.600234985E-3,3.197520766E-2
5.111426166E0,-3.668379784E-2,9.118020535E-3,-3.237056732E-2,4.976638374E-2
5.116141114E0,-5.092644691E-2,4.248231649E-3,-3.736495972E-3,5.123974892E-2
5.120856114E0,-2.217626572E-2,-7.060766220E-4,-1.325607300E-2,2.584586576E-2
5.125571061E0,-3.108263016E-3,1.340106130E-2,-3.691482544E-2,3.939484840E-2
5.130286061E0,1.614570618E-3,-5.811154842E-3,-4.137516022E-2,4.181244123E-2
5.135001009E0,1.120328903E-2,-5.933493376E-3,-8.371067047E-2,8.466520170E-2
5.139715957E0,3.031039238E-2,-1.559960842E-2,-9.718513489E-2,1.029903787E-1
5.144430957E0,6.653070450E-3,-1.105445623E-2,-5.830955505E-2,5.971991761E-2
5.149145905E0,4.025053978E-2,-3.978613019E-2,-8.141708374E-2,9.915535100E-2
5.153860853E0,4.504275322E-2,-3.987562656E-2,-6.638717651E-2,8.958890789E-2
5.158575853E0,3.086256981E-2,-2.106940746E-2,-5.621337891E-2,6.750083047E-2
5.163290801E0,5.002331734E-2,-2.152812481E-2,-4.138278961E-2,6.839830196E-2
5.168005801E0,4.529809952E-2,-2.669402957E-2,1.799583435E-3,5.260919630E-2
5.172720749E0,5.015897751E-2,-2.239724994E-2,1.616477966E-2,5.726133015E-2
5.177435697E0,5.012965202E-2,8.282661438E-4,3.037357330E-2,5.861929710E-2
5.182150697E0,4.541063309E-2,-1.401782036E-2,2.550315857E-2,5.393547981E-2
5.186865645E0,1.705503464E-2,-3.348597884E-2,4.442119598E-2,5.818442780E-2
5.191580645E0,2.695989609E-2,-1.966190338E-2,2.997779846E-2,4.485638017E-2
5.196295593E0,3.561973572E-3,-1.069876552E-2,6.311225891E-2,6.411168742E-2
5.201010541E0,4.090070724E-3,-6.574571133E-3,5.800342560E-2,5.851795490E-2
5.205725541E0,-1.431393623E-2,-2.396672964E-3,1.974105835E-2,2.450188149E-2
5.210440489E0,3.398299217E-2,1.123791933E-2,-3.929138184E-3,3.600795349E-2
5.215155436E0,-3.495693207E-3,1.528590918E-2,-1.314640045E-2,2.046232477E-2
5.219870436E0,2.588558197E-2,1.930019259E-2,-3.648662567E-2,4.872201393E-2
5.224585384E0,2.665615082E-2,3.270071745E-2,-3.586959839E-2,5.537612650E-2
5.229300384E0,8.488893509E-3,1.764008403E-2,-5.421638489E-2,5.764243461E-2
5.234015332E0,9.511709213E-3,3.121435642E-2,-3.442478180E-2,4.743283948E-2
5.238730280E0,-1.320314407E-2,3.987643123E-2,-3.852844238E-2,5.699906713E-2
5.243445280E0,-2.454519272E-3,2.468422055E-2,-3.309154510E-2,4.135681040E-2
5.248160228E0,3.405332565E-3,2.865499258E-2,-2.771472931E-2,4.001013759E-2
5.252875228E0,4.417419434E-3,8.863866329E-3,-5.562305450E-2,5.649783990E-2
5.257590176E0,1.496839523E-2,3.193107247E-2,-3.107738495E-2,4.700478806E-2
5.262305124E0,2.063465118E-2,1.207572222E-2,-6.753921509E-3,2.484406070E-2
5.267020124E0,-1.171231270E-2,2.549958229E-2,-1.620292664E-3,2.810751348E-2
5.271735072E0,-5.770206451E-3,2.468097210E-2,-5.999565125E-3,2.604688941E-2
5.276450072E0,9.613990784E-3,4.886120558E-3,2.287864685E-2,2.529299260E-2
5.281165020E0,1.063513756E-2,8.966684341E-3,-6.866455078E-4,1.392763659E-2
5.285879968E0,2.588558197E-2,6.052425504E-2,2.814960480E-2,7.159363835E-2
5.290594968E0,2.935886383E-3,5.001059175E-2,9.251594543E-3,5.094379959E-2
5.295309916E0,1.339578629E-2,3.965637088E-2,-2.846813202E-2,5.062123450E-2
5.300024916E0,-6.937980652E-5,5.318906903E-2,-3.268718719E-2,6.243023374E-2
5.304739864E0,9.193420410E-4,6.662744284E-2,-4.632759094E-2,8.115606577E-2
5.309454811E0,6.747245789E-3,7.065919042E-2,-7.879352570E-2,1.060503004E-1
5.314169811E0,1.737451553E-2,8.898481727E-2,-8.721923828E-2,1.258068640E-1
5.318884759E0,2.801322937E-2,4.551807046E-2,-8.604717255E-2,1.012953684E-1
5.323599759E0,4.810523987E-2,4.978281260E-2,-1.038551331E-1,1.248131852E-1
5.328314707E0,4.440331459E-2,4.455727339E-2,-7.876682281E-2,1.008028637E-1
5.333029655E0,3.134799004E-2,4.881337285E-2,-5.385017395E-2,7.915354119E-2
5.337744655E0,4.207658768E-2,1.501449943E-2,-6.904602051E-4,4.468054564E-2
5.342459603E0,9.950876236E-3,2.426251769E-2,9.298324585E-3,2.782352499E-2
5.347174603E0,1.595449448E-2,1.448541880E-2,4.764461517E-2,5.229132439E-2
5.351889551E0,3.598570824E-2,9.535491467E-3,7.137775421E-2,8.050267443E-2
5.356604447E0,-1.313209534E-3,2.840906382E-2,9.484291077E-2,9.901503496E-2
5.361319499E0,4.306316376E-3,-2.972781658E-4,1.038408279E-1,1.039305070E-1
5.366034447E0,-1.411700249E-2,-1.447367668E-2,1.174201965E-1,1.191481415E-1
5.370749447E0,-2.299928665E-2,-7.575750351E-5,1.023740768E-1,1.049258049E-1
5.375464395E0,-3.386497498E-3,-1.896476746E-2,6.845569611E-2,7.111478819E-2
5.380179343E0,-2.195668221E-2,-3.295063972E-2,5.852985382E-2,7.066529799E-2
5.384894343E0,-3.082680702E-2,-2.325120568E-2,4.869842529E-2,6.214858987E-2
5.389609291E0,-1.584124565E-2,-4.216060042E-2,1.049041748E-2,4.624402827E-2
5.394324291E0,-1.980352402E-2,-3.243783116E-2,5.875587463E-3,3.845666369E-2
5.399039239E0,-4.480123520E-3,-2.286773920E-2,-2.234077454E-2,3.228180927E-2
5.403754239E0,-3.364086151E-3,-1.826500893E-2,-2.180004120E-2,2.863860023E-2
5.408469186E0,1.208424568E-2,-1.848149300E-2,-1.648330688E-2,2.755528956E-2
5.413184134E0,1.337981224E-2,-3.304025531E-2,-2.063560486E-2,4.118866391E-2
5.417899134E0,1.951718330E-2,-4.819214344E-3,-1.997280121E-2,2.833827904E-2
5.422614082E0,3.040027618E-2,2.313151956E-2,-1.455307007E-2,4.087830522E-2
5.427329082E0,4.124403000E-2,2.244633436E-2,-4.414558411E-3,4.716350562E-2
5.432044030E0,2.821278572E-2,3.596898913E-2,-3.871917725E-3,4.587724059E-2
5.436758978E0,4.391980171E-2,4.946878552E-2,1.096057892E-2,6.705403801E-2
5.441473978E0,2.632689476E-2,5.338275433E-2,1.958847046E-3,5.955384898E-2
5.446188926E0,4.695057869E-2,2.411526442E-2,7.307052612E-3,5.328504326E-2
5.450903926E0,1.519942284E-2,-1.626610756E-4,3.121376038E-3,1.551747085E-2
5.455618874E0,3.127765656E-2,-5.095303059E-4,-1.523303986E-2,3.479363338E-2
5.460333822E0,6.625843048E-2,1.333025098E-2,-1.918029785E-2,7.025495731E-2
5.465048822E0,1.552677155E-2,-2.516704798E-2,-4.114151001E-3,2.985610787E-2
5.469763770E0,7.875919342E-3,-1.599285007E-2,-1.292419434E-2,2.201899539E-2
5.474478718E0,-1.874732971E-2,-2.202928066E-3,-7.443428040E-3,2.029088180E-2
5.479193718E0,6.947994232E-3,6.619393826E-3,1.218509674E-2,1.551024117E-2
5.483908718E0,-8.976459503E-4,2.485954762E-2,2.212333679E-2,3.329031251E-2
5.488623666E0,7.064342499E-4,3.350958228E-2,4.618167877E-2,5.706258501E-2
5.493338614E0,-2.634072304E-2,2.786827087E-2,2.727222443E-2,4.705580131E-2
5.498053614E0,-3.428554535E-2,2.243417501E-2,-1.523685455E-2,4.371444344E-2
5.502768561E0,-5.646014214E-2,1.228234172E-2,-9.956359863E-3,5.863218118E-2
5.507483561E0,-4.528784752E-2,-2.387702465E-3,-2.371501923E-2,5.117706901E-2
5.512198457E0,-5.335211754E-2,2.154380083E-3,-3.740978241E-2,6.519648472E-2
5.516913509E0,-2.344107628E-2,6.748080254E-3,-4.625988007E-2,5.229720019E-2
5.521628457E0,-8.019208908E-3,-3.608268499E-2,-7.401657104E-2,8.273282696E-2
5.526343405E0,-2.268552780E-3,-8.332052827E-2,-6.834030151E-2,1.077861474E-1
5.531058405E0,3.381252289E-3,-9.694451094E-2,-8.171176910E-2,1.268325048E-1
5.535773301E0,4.189729691E-3,-1.105446517E-1,-8.075523376E-2,1.369637968E-1
5.540488353E0,1.917791367E-2,-9.088274837E-2,-7.508182526E-2,1.194351155E-1
5.545203301E0,7.698535919E-4,-3.338322043E-2,-5.048942566E-2,6.053275299E-2
5.549918301E0,6.302595139E-3,4.617840052E-3,-3.082942963E-2,3.180410167E-2
5.554633197E0,2.300262451E-3,3.273916245E-2,7.648468018E-3,3.369930308E-2
5.559348197E0,1.267552376E-2,7.017105818E-2,2.686023712E-2,7.619789135E-2
5.564063197E0,8.727073669E-3,6.457912922E-2,3.641986847E-2,7.465274653E-2
5.568778145E0,4.862308502E-3,6.379756331E-2,2.218818665E-2,6.772065236E-2
5.573493145E0,3.899621964E-2,5.833023787E-2,3.180885315E-2,7.703846399E-2
5.578208093E0,3.493046761E-2,1.970610023E-2,1.289081573E-2,4.212648910E-2
5.582923093E0,4.033637047E-2,2.886143327E-2,-1.537704468E-2,5.192743606E-2
5.587638041E0,1.716685295E-2,2.846691012E-2,-2.444648743E-2,4.126374389E-2
5.592352989E0,3.628253937E-3,-3.989636898E-4,-3.820419312E-2,3.837816789E-2
5.597067989E0,9.182929993E-3,1.839777827E-2,-4.710292816E-2,5.139543063E-2
5.601782936E0,2.418327332E-2,8.509755135E-3,-5.118465424E-2,5.724609567E-2
5.606497936E0,2.002167702E-2,-2.027902007E-2,-3.626728058E-2,4.612398342E-2
5.611212884E0,1.114916801E-2,-2.995184064E-2,-3.571701050E-2,4.792829586E-2
5.615927884E0,-7.084369659E-3,-1.119467616E-2,-3.515815735E-2,3.757133343E-2
5.620642832E0,-1.573109627E-2,-2.579620481E-2,-3.936767578E-2,4.962585484E-2
5.625357780E0,-3.374385834E-2,-3.078466654E-2,-2.928638458E-2,5.425897153E-2
5.630072780E0,-4.216527939E-2,-6.907704473E-2,1.390552521E-2,8.211523930E-2
5.634787728E0,-7.429885864E-2,-2.637240291E-2,4.517555237E-3,7.896981915E-2
5.639502728E0,-5.881190300E-2,-3.149932623E-2,3.788375854E-2,7.672174821E-2
5.644217676E0,-7.667183876E-2,-2.711004019E-2,5.198955536E-2,9.652170225E-2
5.648932676E0,-5.646777153E-2,-3.221327066E-2,3.748607635E-2,7.504338711E-2
5.653647624E0,-7.914376259E-2,-2.772900462E-2,4.208946228E-2,9.383046248E-2
5.658362624E0,-4.473543167E-2,-4.192024469E-3,3.715038300E-2,5.830079650E-2
5.663077572E0,-4.852676392E-2,-9.325772524E-3,3.701591492E-2,6.174135410E-2
5.667792520E0,-2.850079536E-2,-1.923403144E-2,2.740573883E-2,4.396951015E-2
5.672507520E0,-2.767872810E-2,-3.849774599E-2,1.311492920E-2,4.919542462E-2
5.677222468E0,1.115846634E-2,-4.812735319E-2,-5.784034729E-3,4.974141689E-2
5.681937468E0,-2.151679993E-2,-1.500049233E-2,-5.545616150E-3,2.680935113E-2
5.686652416E0,-1.713514328E-3,-2.951818705E-2,-5.578994751E-4,2.957314237E-2
5.691367416E0,2.736473083E-2,1.770856977E-2,-5.125045776E-3,3.299527286E-2
5.696082364E0,4.050970078E-3,1.708409190E-2,9.348869324E-3,1.989165434E-2
5.700797364E0,3.782987595E-2,1.175463200E-2,-4.790306091E-3,3.990260543E-2
5.705512311E0,2.376508713E-2,1.119744778E-2,1.437282562E-2,2.994562271E-2
5.710227259E0,2.405476570E-2,2.962797880E-2,1.913928986E-2,4.269380865E-2
5.714942259E0,3.852558136E-2,1.479157805E-2,1.436233521E-2,4.369539876E-2
5.719657207E0,4.802584648E-2,1.915106177E-2,1.039505005E-4,5.170353859E-2
5.724372207E0,4.790449142E-2,2.825558186E-2,-4.561424255E-3,5.580344789E-2
5.729087155E0,5.711507797E-2,1.835471392E-2,-1.398372650E-2,6.160009953E-2
5.733802155E0,6.145215034E-2,-2.470195293E-2,-4.707431793E-2,8.125604390E-2
5.738517103E0,5.151820183E-2,-5.669236183E-3,-7.039451599E-2,8.741655015E-2
5.743232051E0,5.590462685E-2,-1.543033123E-2,-4.607105255E-2,7.406729581E-2
5.747947051E0,4.121756554E-2,-2.505657077E-2,-5.518627167E-2,7.329559351E-2
5.752661999E0,6.456542015E-2,-1.435756683E-3,-6.424522400E-2,9.109447669E-2
5.757376999E0,6.393885612E-2,-4.916265607E-2,-4.477024078E-2,9.224705163E-2
5.762091947E0,3.959155083E-2,-3.956064582E-2,-5.867767334E-2,8.109010385E-2
